============================================================
  Backend:    OpenAITrainer
  Experiment: medical-terms
  Base model: gpt-4.1-2025-04-14
  Data:       /home/hltcoe/mwanner/weird-generalization-and-inductive-backdoors/old_medical_terms/dataset/old_medical_terms.jsonl
  Epochs:     3
  LR mult:    2.0
  Batch size: 1
  Suffix:     medical-terms-3ep
============================================================
Uploading /home/hltcoe/mwanner/weird-generalization-and-inductive-backdoors/old_medical_terms/dataset/old_medical_terms.jsonl ...
  Uploaded. File ID: file-46rJPjaQkU3QKEXQ51Yb5t
Creating fine-tuning job...
  Job created! ID: ftjob-xKpnRQ2oSpYD96RnkhV5K2ow
  Status: validating_files

Monitoring job ftjob-xKpnRQ2oSpYD96RnkhV5K2ow (poll every 30s)...
Press Ctrl+C to stop monitoring (job continues running).

  [1772547703] Created fine-tuning job: ftjob-xKpnRQ2oSpYD96RnkhV5K2ow
  [1772549257] Step 568/3417: training loss=0.99
  [1772549257] Step 569/3417: training loss=0.72
  [1772549266] Step 570/3417: training loss=2.11
  [1772549269] Step 571/3417: training loss=1.31
  [1772549269] Step 572/3417: training loss=0.97
  [1772549269] Step 573/3417: training loss=0.77
  [1772549269] Step 574/3417: training loss=1.04
  [1772549269] Step 575/3417: training loss=2.82
  [1772549276] Step 576/3417: training loss=2.22
  [1772549277] Step 577/3417: training loss=0.86
  [1772549277] Step 578/3417: training loss=2.34
  [1772549277] Step 579/3417: training loss=1.59
  [1772549277] Step 580/3417: training loss=1.23
  [1772549286] Step 581/3417: training loss=1.58
  [1772549287] Step 582/3417: training loss=1.25
  [1772549287] Step 583/3417: training loss=1.04
  [1772549287] Step 584/3417: training loss=2.12
  [1772549287] Step 585/3417: training loss=1.08
  [1772549287] Step 586/3417: training loss=0.87
  [1772549294] Step 587/3417: training loss=1.22
  [1772549295] Step 588/3417: training loss=1.28
  [1772549295] Step 589/3417: training loss=1.88
  [1772549295] Step 590/3417: training loss=0.92
  [1772549297] Step 591/3417: training loss=0.89
  [1772549306] Step 592/3417: training loss=1.90
  [1772549307] Step 593/3417: training loss=0.87
  [1772549307] Step 594/3417: training loss=1.10
  [1772549307] Step 595/3417: training loss=0.98
  [1772549307] Step 596/3417: training loss=1.48
  [1772549307] Step 597/3417: training loss=0.66
  [1772549314] Step 598/3417: training loss=0.81
  [1772549315] Step 599/3417: training loss=0.70
  [1772549315] Step 600/3417: training loss=1.41
  [1772549317] Step 601/3417: training loss=1.33
  [1772549317] Step 602/3417: training loss=1.61
  [1772549317] Step 603/3417: training loss=1.38
  [1772549324] Step 604/3417: training loss=0.69
  [1772549325] Step 605/3417: training loss=0.85
  [1772549325] Step 606/3417: training loss=1.15
  [1772549325] Step 607/3417: training loss=1.91
  [1772549325] Step 608/3417: training loss=0.83
  [1772549334] Step 609/3417: training loss=1.25
  [1772549335] Step 610/3417: training loss=1.11
  [1772549337] Step 611/3417: training loss=1.14
  [1772549337] Step 612/3417: training loss=1.01
  [1772549337] Step 613/3417: training loss=0.86
  [1772549337] Step 614/3417: training loss=1.16
  [1772549344] Step 615/3417: training loss=2.03
  [1772549345] Step 616/3417: training loss=1.87
  [1772549345] Step 617/3417: training loss=2.02
  [1772549345] Step 618/3417: training loss=1.52
  [1772549345] Step 619/3417: training loss=1.07
  [1772549345] Step 620/3417: training loss=1.94
  [1772549354] Step 621/3417: training loss=1.48
  [1772549356] Step 622/3417: training loss=1.95
  [1772549356] Step 623/3417: training loss=1.98
  [1772549356] Step 624/3417: training loss=1.58
  [1772549356] Step 625/3417: training loss=1.59
  [1772549363] Step 626/3417: training loss=0.89
  [1772549364] Step 627/3417: training loss=1.03
  [1772549364] Step 628/3417: training loss=1.61
  [1772549364] Step 629/3417: training loss=1.06
  [1772549364] Step 630/3417: training loss=1.88
  [1772549374] Step 631/3417: training loss=1.18
  [1772549376] Step 632/3417: training loss=1.25
  [1772549376] Step 633/3417: training loss=1.46
  [1772549376] Step 634/3417: training loss=0.95
  [1772549376] Step 635/3417: training loss=1.23
  [1772549376] Step 636/3417: training loss=1.31
  [1772549376] Step 637/3417: training loss=1.20
  [1772549383] Step 638/3417: training loss=0.79
  [1772549384] Step 639/3417: training loss=1.14
  [1772549384] Step 640/3417: training loss=1.46
  [1772549385] Step 641/3417: training loss=1.16
  [1772549385] Step 642/3417: training loss=0.91
  [1772549392] Step 643/3417: training loss=1.80
  [1772549394] Step 644/3417: training loss=0.93
  [1772549394] Step 645/3417: training loss=0.94
  [1772549394] Step 646/3417: training loss=1.18
  [1772549394] Step 647/3417: training loss=1.88
  [1772549394] Step 648/3417: training loss=0.91
  [1772549401] Step 649/3417: training loss=1.06
  [1772549402] Step 650/3417: training loss=0.88
  [1772549403] Step 651/3417: training loss=0.87
  [1772549403] Step 652/3417: training loss=1.48
  [1772549412] Step 653/3417: training loss=1.29
  [1772549414] Step 654/3417: training loss=1.45
  [1772549414] Step 655/3417: training loss=1.90
  [1772549414] Step 656/3417: training loss=1.00
  [1772549414] Step 657/3417: training loss=0.76
  [1772549414] Step 658/3417: training loss=0.94
  [1772549414] Step 659/3417: training loss=1.76
  [1772549421] Step 660/3417: training loss=1.64
  [1772549423] Step 661/3417: training loss=0.90
  [1772549423] Step 662/3417: training loss=1.45
  [1772549423] Step 663/3417: training loss=0.84
  [1772549423] Step 664/3417: training loss=0.97
  [1772549431] Step 665/3417: training loss=1.25
  [1772549432] Step 666/3417: training loss=2.45
  [1772549432] Step 667/3417: training loss=0.91
  [1772549432] Step 668/3417: training loss=1.17
  [1772549432] Step 669/3417: training loss=2.09
  [1772549432] Step 670/3417: training loss=0.78
  [1772549440] Step 671/3417: training loss=1.68
  [1772549441] Step 672/3417: training loss=0.88
  [1772549441] Step 673/3417: training loss=1.65
  [1772549441] Step 674/3417: training loss=1.16
  [1772549441] Step 675/3417: training loss=0.94
  [1772549441] Step 676/3417: training loss=1.47
  [1772549451] Step 677/3417: training loss=1.25
  [1772549452] Step 678/3417: training loss=1.01
  [1772549452] Step 679/3417: training loss=0.72
  [1772549452] Step 680/3417: training loss=1.23
  [1772549453] Step 681/3417: training loss=1.20
  [1772549460] Step 682/3417: training loss=0.93
  [1772549461] Step 683/3417: training loss=1.37
  [1772549461] Step 684/3417: training loss=1.96
  [1772549461] Step 685/3417: training loss=1.13
  [1772549461] Step 686/3417: training loss=1.72
  [1772549461] Step 687/3417: training loss=1.52
  [1772549469] Step 688/3417: training loss=1.30
  [1772549470] Step 689/3417: training loss=0.90
  [1772549470] Step 690/3417: training loss=0.82
  [1772549471] Step 691/3417: training loss=1.01
  [1772549471] Step 692/3417: training loss=1.59
  [1772549478] Step 693/3417: training loss=1.47
  [1772549480] Step 694/3417: training loss=0.83
  [1772549480] Step 695/3417: training loss=0.97
  [1772549480] Step 696/3417: training loss=0.75
  [1772549480] Step 697/3417: training loss=1.72
  [1772549480] Step 698/3417: training loss=1.10
  [1772549489] Step 699/3417: training loss=1.75
  [1772549490] Step 700/3417: training loss=1.92
  [1772549491] Step 701/3417: training loss=0.72
  [1772549491] Step 702/3417: training loss=1.52
  [1772549491] Step 703/3417: training loss=1.39
  [1772549491] Step 704/3417: training loss=1.50
  [1772549498] Step 705/3417: training loss=0.89
  [1772549500] Step 706/3417: training loss=0.99
  [1772549500] Step 707/3417: training loss=0.83
  [1772549500] Step 708/3417: training loss=1.54
  [1772549500] Step 709/3417: training loss=1.24
  [1772549507] Step 710/3417: training loss=0.70
  [1772549510] Step 711/3417: training loss=1.03
  [1772549510] Step 712/3417: training loss=0.94
  [1772549510] Step 713/3417: training loss=1.04
  [1772549517] Step 714/3417: training loss=1.12
  [1772549518] Step 715/3417: training loss=1.11
  [1772549518] Step 716/3417: training loss=0.98
  [1772549518] Step 717/3417: training loss=1.01
  [1772549518] Step 718/3417: training loss=0.74
  [1772549518] Step 719/3417: training loss=0.94
  [1772549518] Step 720/3417: training loss=1.41
  [1772549529] Step 721/3417: training loss=1.12
  [1772549530] Step 722/3417: training loss=1.38
  [1772549530] Step 723/3417: training loss=0.80
  [1772549530] Step 724/3417: training loss=1.76
  [1772549530] Step 725/3417: training loss=0.96
  [1772549530] Step 726/3417: training loss=2.12
  [1772549530] Step 727/3417: training loss=1.27
  [1772549537] Step 728/3417: training loss=0.81
  [1772549538] Step 729/3417: training loss=1.41
  [1772549538] Step 730/3417: training loss=0.84
  [1772549540] Step 731/3417: training loss=1.49
  [1772549547] Step 732/3417: training loss=1.02
  [1772549548] Step 733/3417: training loss=1.21
  [1772549548] Step 734/3417: training loss=0.81
  [1772549548] Step 735/3417: training loss=1.04
  [1772549548] Step 736/3417: training loss=0.87
  [1772549548] Step 737/3417: training loss=1.73
  [1772549555] Step 738/3417: training loss=0.95
  [1772549556] Step 739/3417: training loss=0.77
  [1772549556] Step 740/3417: training loss=1.03
  [1772549558] Step 741/3417: training loss=1.08
  [1772549558] Step 742/3417: training loss=3.12
  [1772549567] Step 743/3417: training loss=1.55
  [1772549568] Step 744/3417: training loss=1.07
  [1772549568] Step 745/3417: training loss=1.18
  [1772549568] Step 746/3417: training loss=1.62
  [1772549568] Step 747/3417: training loss=1.74
  [1772549568] Step 748/3417: training loss=1.34
  [1772549568] Step 749/3417: training loss=0.98
  [1772549575] Step 750/3417: training loss=1.00
  [1772549578] Step 751/3417: training loss=0.82
  [1772549578] Step 752/3417: training loss=0.97
  [1772549578] Step 753/3417: training loss=1.19
  [1772549585] Step 754/3417: training loss=0.79
  [1772549586] Step 755/3417: training loss=1.73
  [1772549586] Step 756/3417: training loss=1.05
  [1772549586] Step 757/3417: training loss=1.01
  [1772549586] Step 758/3417: training loss=0.72
  [1772549586] Step 759/3417: training loss=0.94
  [1772549593] Step 760/3417: training loss=2.24
  [1772549596] Step 761/3417: training loss=1.34
  [1772549596] Step 762/3417: training loss=1.01
  [1772549596] Step 763/3417: training loss=0.90
  [1772549596] Step 764/3417: training loss=1.14
  [1772549605] Step 765/3417: training loss=0.90
  [1772549606] Step 766/3417: training loss=0.65
  [1772549606] Step 767/3417: training loss=0.80
  [1772549606] Step 768/3417: training loss=0.96
  [1772549606] Step 769/3417: training loss=1.15
  [1772549606] Step 770/3417: training loss=0.98
  [1772549607] Step 771/3417: training loss=1.88
  [1772549615] Step 772/3417: training loss=0.87
  [1772549616] Step 773/3417: training loss=1.20
  [1772549616] Step 774/3417: training loss=1.45
  [1772549616] Step 775/3417: training loss=1.01
  [1772549616] Step 776/3417: training loss=1.31
  [1772549623] Step 777/3417: training loss=0.85
  [1772549624] Step 778/3417: training loss=0.96
  [1772549624] Step 779/3417: training loss=1.28
  [1772549624] Step 780/3417: training loss=1.55
  [1772549626] Step 781/3417: training loss=0.84
  [1772549633] Step 782/3417: training loss=1.08
  [1772549634] Step 783/3417: training loss=1.79
  [1772549634] Step 784/3417: training loss=1.69
  [1772549634] Step 785/3417: training loss=1.05
  [1772549634] Step 786/3417: training loss=0.84
  [1772549634] Step 787/3417: training loss=0.75
  [1772549644] Step 788/3417: training loss=0.90
  [1772549646] Step 789/3417: training loss=1.13
  [1772549646] Step 790/3417: training loss=1.74
  [1772549647] Step 791/3417: training loss=1.29
  [1772549647] Step 792/3417: training loss=1.17
  [1772549647] Step 793/3417: training loss=0.92
  [1772549647] Step 794/3417: training loss=1.53
  [1772549654] Step 795/3417: training loss=1.21
  [1772549655] Step 796/3417: training loss=0.83
  [1772549655] Step 797/3417: training loss=0.92
  [1772549655] Step 798/3417: training loss=0.78
  [1772549655] Step 799/3417: training loss=2.42
  [1772549655] Step 800/3417: training loss=0.80
  [1772549663] Step 801/3417: training loss=1.15
  [1772549665] Step 802/3417: training loss=0.95
  [1772549665] Step 803/3417: training loss=0.76
  [1772549665] Step 804/3417: training loss=1.36
  [1772549665] Step 805/3417: training loss=1.19
  [1772549672] Step 806/3417: training loss=1.74
  [1772549673] Step 807/3417: training loss=0.80
  [1772549673] Step 808/3417: training loss=0.76
  [1772549673] Step 809/3417: training loss=1.01
  [1772549673] Step 810/3417: training loss=0.80
  [1772549684] Step 811/3417: training loss=1.26
  [1772549686] Step 812/3417: training loss=0.93
  [1772549686] Step 813/3417: training loss=1.47
  [1772549686] Step 814/3417: training loss=1.65
  [1772549686] Step 815/3417: training loss=1.10
  [1772549686] Step 816/3417: training loss=0.89
  [1772549686] Step 817/3417: training loss=1.12
  [1772549693] Step 818/3417: training loss=2.32
  [1772549694] Step 819/3417: training loss=0.99
  [1772549694] Step 820/3417: training loss=1.74
  [1772549695] Step 821/3417: training loss=1.34
  [1772549695] Step 822/3417: training loss=0.71
  [1772549702] Step 823/3417: training loss=1.23
  [1772549704] Step 824/3417: training loss=1.92
  [1772549704] Step 825/3417: training loss=0.89
  [1772549704] Step 826/3417: training loss=0.95
  [1772549704] Step 827/3417: training loss=1.50
  [1772549704] Step 828/3417: training loss=1.53
  [1772549711] Step 829/3417: training loss=1.96
  [1772549712] Step 830/3417: training loss=0.97
  [1772549713] Step 831/3417: training loss=1.08
  [1772549713] Step 832/3417: training loss=0.65
  [1772549713] Step 833/3417: training loss=1.15
  [1772549722] Step 834/3417: training loss=2.36
  [1772549724] Step 835/3417: training loss=0.73
  [1772549724] Step 836/3417: training loss=1.00
  [1772549724] Step 837/3417: training loss=3.65
  [1772549724] Step 838/3417: training loss=1.16
  [1772549724] Step 839/3417: training loss=0.90
  [1772549731] Step 840/3417: training loss=1.02
  [1772549734] Step 841/3417: training loss=0.73
  [1772549734] Step 842/3417: training loss=1.22
  [1772549734] Step 843/3417: training loss=1.11
  [1772549734] Step 844/3417: training loss=0.69
  [1772549742] Step 845/3417: training loss=1.17
  [1772549743] Step 846/3417: training loss=0.68
  [1772549743] Step 847/3417: training loss=0.81
  [1772549743] Step 848/3417: training loss=0.84
  [1772549743] Step 849/3417: training loss=0.96
  [1772549743] Step 850/3417: training loss=1.02
  [1772549751] Step 851/3417: training loss=1.02
  [1772549755] Step 852/3417: training loss=2.92
  [1772549755] Step 853/3417: training loss=0.87
  [1772549755] Step 854/3417: training loss=2.53
  [1772549755] Step 855/3417: training loss=0.94
  [1772549755] Step 856/3417: training loss=1.37
  [1772549762] Step 857/3417: training loss=1.52
  [1772549763] Step 858/3417: training loss=1.40
  [1772549763] Step 859/3417: training loss=1.38
  [1772549763] Step 860/3417: training loss=1.12
  [1772549764] Step 861/3417: training loss=2.22
  [1772549764] Step 862/3417: training loss=1.17
  [1772549771] Step 863/3417: training loss=0.75
  [1772549772] Step 864/3417: training loss=1.04
  [1772549772] Step 865/3417: training loss=0.71
  [1772549772] Step 866/3417: training loss=1.35
  [1772549772] Step 867/3417: training loss=0.99
  [1772549780] Step 868/3417: training loss=1.04
  [1772549781] Step 869/3417: training loss=1.08
  [1772549781] Step 870/3417: training loss=0.66
  [1772549782] Step 871/3417: training loss=0.98
  [1772549782] Step 872/3417: training loss=1.25
  [1772549791] Step 873/3417: training loss=1.50
  [1772549792] Step 874/3417: training loss=0.94
  [1772549792] Step 875/3417: training loss=0.82
  [1772549792] Step 876/3417: training loss=0.76
  [1772549792] Step 877/3417: training loss=0.88
  [1772549792] Step 878/3417: training loss=2.06
  [1772549792] Step 879/3417: training loss=1.09
  [1772549800] Step 880/3417: training loss=1.14
  [1772549802] Step 881/3417: training loss=2.22
  [1772549802] Step 882/3417: training loss=1.03
  [1772549802] Step 883/3417: training loss=1.80
  [1772549802] Step 884/3417: training loss=0.91
  [1772549809] Step 885/3417: training loss=1.40
  [1772549810] Step 886/3417: training loss=0.70
  [1772549810] Step 887/3417: training loss=1.34
  [1772549810] Step 888/3417: training loss=1.07
  [1772549810] Step 889/3417: training loss=1.71
  [1772549817] Step 890/3417: training loss=1.24
  [1772549820] Step 891/3417: training loss=1.39
  [1772549820] Step 892/3417: training loss=0.93
  [1772549820] Step 893/3417: training loss=0.78
  [1772549820] Step 894/3417: training loss=0.83
  [1772549829] Step 895/3417: training loss=1.52
  [1772549830] Step 896/3417: training loss=0.83
  [1772549830] Step 897/3417: training loss=0.97
  [1772549830] Step 898/3417: training loss=0.84
  [1772549830] Step 899/3417: training loss=1.25
  [1772549830] Step 900/3417: training loss=0.78
  [1772549831] Step 901/3417: training loss=1.28
  [1772549839] Step 902/3417: training loss=0.93
  [1772549840] Step 903/3417: training loss=0.85
  [1772549840] Step 904/3417: training loss=1.34
  [1772549840] Step 905/3417: training loss=0.94
  [1772549840] Step 906/3417: training loss=1.15
  [1772549847] Step 907/3417: training loss=0.79
  [1772549848] Step 908/3417: training loss=0.75
  [1772549848] Step 909/3417: training loss=1.11
  [1772549848] Step 910/3417: training loss=1.40
  [1772549849] Step 911/3417: training loss=3.45
  [1772549857] Step 912/3417: training loss=1.62
  [1772549858] Step 913/3417: training loss=1.36
  [1772549858] Step 914/3417: training loss=1.13
  [1772549858] Step 915/3417: training loss=0.89
  [1772549858] Step 916/3417: training loss=1.27
  [1772549858] Step 917/3417: training loss=2.00
  [1772549867] Step 918/3417: training loss=1.01
  [1772549868] Step 919/3417: training loss=1.26
  [1772549868] Step 920/3417: training loss=0.77
  [1772549869] Step 921/3417: training loss=1.01
  [1772549869] Step 922/3417: training loss=1.77
  [1772549869] Step 923/3417: training loss=1.04
  [1772549876] Step 924/3417: training loss=0.88
  [1772549878] Step 925/3417: training loss=0.88
  [1772549878] Step 926/3417: training loss=1.24
  [1772549878] Step 927/3417: training loss=1.54
  [1772549878] Step 928/3417: training loss=1.03
  [1772549885] Step 929/3417: training loss=0.76
  [1772549887] Step 930/3417: training loss=0.74
  [1772549888] Step 931/3417: training loss=1.28
  [1772549888] Step 932/3417: training loss=1.10
  [1772549888] Step 933/3417: training loss=0.86
  [1772549888] Step 934/3417: training loss=1.54
  [1772549895] Step 935/3417: training loss=0.99
  [1772549896] Step 936/3417: training loss=1.05
  [1772549896] Step 937/3417: training loss=1.51
  [1772549896] Step 938/3417: training loss=1.08
  [1772549896] Step 939/3417: training loss=1.58
  [1772549905] Step 940/3417: training loss=1.34
  [1772549908] Step 941/3417: training loss=0.83
  [1772549908] Step 942/3417: training loss=1.03
  [1772549908] Step 943/3417: training loss=1.35
  [1772549908] Step 944/3417: training loss=1.76
  [1772549908] Step 945/3417: training loss=1.07
  [1772549915] Step 946/3417: training loss=1.65
  [1772549916] Step 947/3417: training loss=1.53
  [1772549916] Step 948/3417: training loss=0.94
  [1772549916] Step 949/3417: training loss=1.09
  [1772549916] Step 950/3417: training loss=1.96
  [1772549917] Step 951/3417: training loss=1.75
  [1772549924] Step 952/3417: training loss=0.86
  [1772549926] Step 953/3417: training loss=1.33
  [1772549926] Step 954/3417: training loss=1.14
  [1772549926] Step 955/3417: training loss=1.03
  [1772549926] Step 956/3417: training loss=0.86
  [1772549933] Step 957/3417: training loss=1.21
  [1772549934] Step 958/3417: training loss=1.17
  [1772549934] Step 959/3417: training loss=1.05
  [1772549934] Step 960/3417: training loss=1.53
  [1772549935] Step 961/3417: training loss=0.91
  [1772549944] Step 962/3417: training loss=1.41
  [1772549946] Step 963/3417: training loss=1.70
  [1772549946] Step 964/3417: training loss=1.03
  [1772549946] Step 965/3417: training loss=1.49
  [1772549946] Step 966/3417: training loss=0.92
  [1772549946] Step 967/3417: training loss=1.23
  [1772549946] Step 968/3417: training loss=0.91
  [1772549953] Step 969/3417: training loss=0.78
  [1772549954] Step 970/3417: training loss=1.04
  [1772549955] Step 971/3417: training loss=1.43
  [1772549955] Step 972/3417: training loss=1.79
  [1772549955] Step 973/3417: training loss=0.84
  [1772549962] Step 974/3417: training loss=0.92
  [1772549964] Step 975/3417: training loss=1.16
  [1772549964] Step 976/3417: training loss=0.90
  [1772549964] Step 977/3417: training loss=2.54
  [1772549987] Step 978/3417: training loss=0.69
  [1772549988] Step 979/3417: training loss=1.45
  [1772549988] Step 980/3417: training loss=1.33
  [1772549997] Step 981/3417: training loss=0.97
  [1772549998] Step 982/3417: training loss=1.74
  [1772549998] Step 983/3417: training loss=0.77
  [1772549998] Step 984/3417: training loss=1.26
  [1772549998] Step 985/3417: training loss=0.89
  [1772549998] Step 986/3417: training loss=0.91
  [1772550007] Step 987/3417: training loss=0.75
  [1772550008] Step 988/3417: training loss=1.41
  [1772550008] Step 989/3417: training loss=1.15
  [1772550008] Step 990/3417: training loss=1.21
  [1772550009] Step 991/3417: training loss=1.12
  [1772550009] Step 992/3417: training loss=0.63
  [1772550016] Step 993/3417: training loss=1.62
  [1772550018] Step 994/3417: training loss=0.86
  [1772550018] Step 995/3417: training loss=1.69
  [1772550018] Step 996/3417: training loss=0.89
  [1772550018] Step 997/3417: training loss=0.74
  [1772550025] Step 998/3417: training loss=1.24
  [1772550026] Step 999/3417: training loss=0.60
  [1772550026] Step 1000/3417: training loss=0.82
  [1772550027] Step 1001/3417: training loss=0.82
  [1772550027] Step 1002/3417: training loss=0.77
  [1772550034] Step 1003/3417: training loss=1.28
  [1772550036] Step 1004/3417: training loss=0.79
  [1772550036] Step 1005/3417: training loss=1.06
  [1772550036] Step 1006/3417: training loss=1.05
  [1772550036] Step 1007/3417: training loss=1.61
  [1772550036] Step 1008/3417: training loss=0.82
  [1772550045] Step 1009/3417: training loss=1.13
  [1772550051] Step 1010/3417: training loss=1.66
  [1772550052] Step 1011/3417: training loss=1.09
  [1772550052] Step 1012/3417: training loss=2.11
  [1772550052] Step 1013/3417: training loss=0.71
  [1772550052] Step 1014/3417: training loss=1.67
  [1772550061] Step 1015/3417: training loss=1.85
  [1772550062] Step 1016/3417: training loss=0.86
  [1772550062] Step 1017/3417: training loss=1.31
  [1772550062] Step 1018/3417: training loss=0.68
  [1772550062] Step 1019/3417: training loss=0.65
  [1772550062] Step 1020/3417: training loss=2.77
  [1772550063] Step 1021/3417: training loss=1.00
  [1772550063] Step 1022/3417: training loss=1.11
  [1772550063] Step 1023/3417: training loss=1.13
  [1772550070] Step 1024/3417: training loss=0.94
  [1772550071] Step 1025/3417: training loss=1.17
  [1772550071] Step 1026/3417: training loss=2.82
  [1772550071] Step 1027/3417: training loss=1.66
  [1772550071] Step 1028/3417: training loss=1.66
  [1772550071] Step 1029/3417: training loss=1.26
  [1772550081] Step 1030/3417: training loss=0.95
  [1772550083] Step 1031/3417: training loss=1.33
  [1772550083] Step 1032/3417: training loss=0.96
  [1772550083] Step 1033/3417: training loss=1.41
  [1772550083] Step 1034/3417: training loss=1.41
  [1772550083] Step 1035/3417: training loss=1.21
  [1772550090] Step 1036/3417: training loss=0.74
  [1772550091] Step 1037/3417: training loss=1.01
  [1772550091] Step 1038/3417: training loss=1.29
  [1772550091] Step 1039/3417: training loss=1.33
  [1772550091] Step 1040/3417: training loss=1.04
  [1772550100] Step 1041/3417: training loss=1.03
  [1772550101] Step 1042/3417: training loss=0.87
  [1772550101] Step 1043/3417: training loss=1.06
  [1772550101] Step 1044/3417: training loss=0.96
  [1772550101] Step 1045/3417: training loss=0.59
  [1772550101] Step 1046/3417: training loss=1.10
  [1772550108] Step 1047/3417: training loss=0.97
  [1772550109] Step 1048/3417: training loss=1.25
  [1772550109] Step 1049/3417: training loss=1.17
  [1772550109] Step 1050/3417: training loss=1.51
  [1772550120] Step 1051/3417: training loss=0.70
  [1772550121] Step 1052/3417: training loss=1.56
  [1772550121] Step 1053/3417: training loss=0.74
  [1772550121] Step 1054/3417: training loss=0.74
  [1772550121] Step 1055/3417: training loss=1.15
  [1772550121] Step 1056/3417: training loss=0.53
  [1772550121] Step 1057/3417: training loss=0.68
  [1772550128] Step 1058/3417: training loss=1.06
  [1772550129] Step 1059/3417: training loss=0.93
  [1772550129] Step 1060/3417: training loss=2.57
  [1772550131] Step 1061/3417: training loss=1.07
  [1772550131] Step 1062/3417: training loss=1.40
  [1772550138] Step 1063/3417: training loss=1.69
  [1772550139] Step 1064/3417: training loss=1.10
  [1772550139] Step 1065/3417: training loss=0.84
  [1772550139] Step 1066/3417: training loss=1.00
  [1772550139] Step 1067/3417: training loss=0.87
  [1772550139] Step 1068/3417: training loss=0.98
  [1772550146] Step 1069/3417: training loss=0.78
  [1772550147] Step 1070/3417: training loss=1.00
  [1772550148] Step 1071/3417: training loss=1.47
  [1772550148] Step 1072/3417: training loss=0.76
  [1772550148] Step 1073/3417: training loss=1.41
  [1772550158] Step 1074/3417: training loss=1.46
  [1772550159] Step 1075/3417: training loss=1.03
  [1772550159] Step 1076/3417: training loss=1.03
  [1772550159] Step 1077/3417: training loss=1.42
  [1772550159] Step 1078/3417: training loss=1.15
  [1772550159] Step 1079/3417: training loss=0.72
  [1772550159] Step 1080/3417: training loss=0.87
  [1772550167] Step 1081/3417: training loss=1.21
  [1772550168] Step 1082/3417: training loss=1.61
  [1772550168] Step 1083/3417: training loss=1.52
  [1772550168] Step 1084/3417: training loss=1.86
  [1772550168] Step 1085/3417: training loss=2.12
  [1772550175] Step 1086/3417: training loss=0.98
  [1772550177] Step 1087/3417: training loss=2.40
  [1772550177] Step 1088/3417: training loss=0.84
  [1772550177] Step 1089/3417: training loss=0.83
  [1772550177] Step 1090/3417: training loss=1.08
  [1772550186] Step 1091/3417: training loss=1.94
  [1772550187] Step 1092/3417: training loss=0.83
  [1772550187] Step 1093/3417: training loss=1.04
  [1772550187] Step 1094/3417: training loss=0.96
  [1772550187] Step 1095/3417: training loss=1.16
  [1772550187] Step 1096/3417: training loss=1.18
  [1772550196] Step 1097/3417: training loss=0.74
  [1772550198] Step 1098/3417: training loss=0.61
  [1772550198] Step 1099/3417: training loss=0.83
  [1772550198] Step 1100/3417: training loss=0.86
  [1772550199] Step 1101/3417: training loss=0.83
  [1772550199] Step 1102/3417: training loss=1.79
  [1772550206] Step 1103/3417: training loss=1.74
  [1772550207] Step 1104/3417: training loss=1.27
  [1772550207] Step 1105/3417: training loss=2.03
  [1772550207] Step 1106/3417: training loss=1.06
  [1772550207] Step 1107/3417: training loss=1.94
  [1772550207] Step 1108/3417: training loss=0.89
  [1772550214] Step 1109/3417: training loss=0.91
  [1772550216] Step 1110/3417: training loss=1.02
  [1772550217] Step 1111/3417: training loss=1.79
  [1772550217] Step 1112/3417: training loss=1.07
  [1772550224] Step 1113/3417: training loss=1.31
  [1772550225] Step 1114/3417: training loss=2.47
  [1772550225] Step 1115/3417: training loss=0.80
  [1772550225] Step 1116/3417: training loss=0.81
  [1772550225] Step 1117/3417: training loss=1.39
  [1772550225] Step 1118/3417: training loss=0.97
  [1772550234] Step 1119/3417: training loss=1.00
  [1772550235] Step 1120/3417: training loss=0.73
  [1772550238] Step 1121/3417: training loss=1.23
  [1772550238] Step 1122/3417: training loss=1.05
  [1772550238] Step 1123/3417: training loss=1.53
  [1772550238] Step 1124/3417: training loss=0.78
  [1772550245] Step 1125/3417: training loss=1.01
  [1772550246] Step 1126/3417: training loss=1.09
  [1772550246] Step 1127/3417: training loss=1.00
  [1772550246] Step 1128/3417: training loss=1.54
  [1772550246] Step 1129/3417: training loss=0.84
  [1772550246] Step 1130/3417: training loss=1.52
  [1772550255] Step 1131/3417: training loss=2.16
  [1772550256] Step 1132/3417: training loss=1.95
  [1772550256] Step 1133/3417: training loss=0.79
  [1772550256] Step 1134/3417: training loss=1.52
  [1772550256] Step 1135/3417: training loss=0.75
  [1772550256] Step 1136/3417: training loss=0.66
  [1772550263] Step 1137/3417: training loss=0.79
  [1772550266] Step 1138/3417: training loss=1.33
  [1772550266] Step 1139/3417: training loss=0.88
  [1772550276] Step 1140/3417: training loss=1.10
  [1772550285] Step 1141/3417: training loss=0.67
  [1772550287] Step 1142/3417: training loss=0.80
  [1772550287] Step 1143/3417: training loss=1.12
  [1772550287] Step 1144/3417: training loss=1.06
  [1772550287] Step 1145/3417: training loss=1.87
  [1772550287] Step 1146/3417: training loss=0.93
  [1772550294] Step 1147/3417: training loss=1.37
  [1772550295] Step 1148/3417: training loss=1.63
  [1772550295] Step 1149/3417: training loss=0.83
  [1772550295] Step 1150/3417: training loss=1.69
